Country,Category,Series,Data Type,Data,Values,Date,Regional Data,Survey Topic,Type of business,Economic segment,Inflation Type,Inflation sub segment
United Kingdom,Spending,Timeseries,Data Series,Aggregate,98.65,27/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,98.79,28/02/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,103.73,02/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,104.83,03/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,105.81,04/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,106.67,05/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,107.12,06/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,104.37,09/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,103.98,10/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,103.52,11/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,103.07,12/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,102.57,13/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,100.47,16/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,100.18,17/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,99.89,18/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,98.62,19/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,97.14,20/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,81.25,23/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,76.88,24/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,70.51,25/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,65.39,26/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,60.15,27/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,49.89,30/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,50.05,31/03/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,51.47,01/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,52.73,02/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,53.53,03/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,55.64,06/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,54.92,07/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,54.61,08/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,55.13,09/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,52.04,14/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,53.32,15/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,52.73,16/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,53.91,17/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,54.19,20/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,57.56,21/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,56.81,22/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,57.26,23/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,57.55,24/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,60,27/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,60.61,28/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,61.48,29/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,61.94,30/04/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,63.5,01/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,64.13,04/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,65.41,05/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,65.42,06/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,65.96,07/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,64.13,11/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,63.76,12/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,63.5,13/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,63.22,14/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,64.12,15/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,66.2,18/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,65.87,19/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,66.62,20/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,67.27,21/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,68.18,22/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,69.29,26/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,70.37,27/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,70.35,28/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,70.93,29/05/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,72.04,01/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,76.04,02/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,75.46,03/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,75.9,04/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,75.63,05/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,77.16,08/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,76.08,09/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,76.03,10/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,76.62,11/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,76.43,12/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,75.44,15/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,76.48,16/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,77.29,17/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,77.56,18/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,78.33,19/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,82.49,22/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,82.37,23/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,82.6,24/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,81.1,25/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,83.69,26/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,85.79,29/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,86.6,30/06/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.53,01/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,89.5,02/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.17,03/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.38,06/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.43,07/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.01,08/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,86.96,09/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,86.04,10/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,84.57,13/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,84.4,14/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,84.15,15/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,84.11,16/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,84.04,17/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,83.23,20/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,82.42,21/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,81.08,22/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,79.35,23/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,80.4,24/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,81.73,27/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,83.06,28/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,84.92,29/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.06,30/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.45,31/07/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.41,03/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.63,04/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.21,05/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.34,06/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.19,07/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.37,10/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,86.76,11/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,86.6,12/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,85.61,13/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,85.42,14/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,86.54,17/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,86.58,18/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,86.94,19/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.26,20/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,86.8,21/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.05,24/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.48,25/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.58,26/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,89.79,27/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,91.33,28/08/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.45,01/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,99.15,02/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,98.03,03/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,97.07,04/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,94.15,07/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,93.74,08/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.6,09/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,89.4,10/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.72,11/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.03,14/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.6,15/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.34,16/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.79,17/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,86.62,18/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.49,21/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.73,22/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.11,23/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.56,24/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.79,25/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,89.48,28/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.12,29/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.4,30/09/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,92.01,01/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,92.88,02/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,93.56,05/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,92.97,06/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,93.38,07/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,92.19,08/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.08,09/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,89.43,12/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,89.59,13/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.3,14/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.32,15/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,89.45,16/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.96,19/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.03,20/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.94,21/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.7,22/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.05,23/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.58,26/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,89.61,27/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.9,28/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,92.09,29/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,92.8,30/10/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,98.48,02/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,101.15,03/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,103.31,04/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,105.16,05/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,101.91,06/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.07,09/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,81.8,10/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,77.38,11/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,73.2,12/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,74.17,13/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,76.78,16/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,77.38,17/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,77.9,18/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,77.95,19/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,78.43,20/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,81.1,23/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,82.33,24/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,83.08,25/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,84.54,26/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,86.17,27/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,93.07,30/11/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.71,01/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,97.09,02/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,101.16,03/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,103.3,04/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,109.5,07/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,110.59,08/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,113.12,09/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,111.8,10/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,111.97,11/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,110.72,14/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,111.15,15/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,111.54,16/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,111.68,17/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,112.05,18/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,112.21,21/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,114.28,22/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,115.96,23/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,118.02,24/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,72.5,29/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,67.3,30/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,62.18,31/12/2020,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,61.55,04/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,69.81,05/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,67.34,06/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,64.7,07/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,64.83,08/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,67.67,11/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,66.01,12/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,65.34,13/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,64.87,14/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,64.69,15/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,65.21,18/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,65.03,19/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,64.96,20/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,64.68,21/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,65.17,22/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,65.48,25/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,65.93,26/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,66.74,27/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,67.99,28/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,68.84,29/01/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,73.01,01/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,74.94,02/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,75.16,03/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,75.54,04/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,75.65,05/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,74.68,08/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,73.43,09/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,72.73,10/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,72.29,11/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,72.66,12/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,74.01,15/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,74.69,16/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,75.14,17/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,75.15,18/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,74.68,19/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,73.28,22/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,72.33,23/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,72.13,24/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,72.53,25/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,73.37,26/02/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,78.49,01/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,80.67,02/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,82.35,03/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,82.83,04/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,83.12,05/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,81.06,08/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,80.3,09/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,79.7,10/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,79.74,11/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,78.65,12/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,80.49,15/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,80.66,16/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,80.84,17/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,80.54,18/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,81.17,19/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,78.73,22/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,78.29,23/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,76.14,24/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,78.2,25/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,79.05,26/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,82.69,29/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,83.86,30/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.08,31/03/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,87.75,01/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,81.73,06/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,85.46,07/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,83.38,08/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,83.73,09/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,83.3,12/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,90.49,13/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,88.73,14/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,91.25,15/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,93.31,16/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,102.21,19/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,99.99,20/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,99.01,21/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,98.34,22/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,97.42,23/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,97.77,26/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,97.74,27/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,98.11,28/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,99.05,29/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,100.29,30/04/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,103.17,04/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,106.19,05/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,105.88,06/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,104.57,07/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,103.83,10/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,101.35,11/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,97.68,12/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,96.9,13/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,97.01,14/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,96.06,17/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.61,18/05/2021,,,,,,
United Kingdom,Spending,Timeseries,Data Series,Aggregate,95.53,19/05/2021,,,,,,
