Country,Category,Series,Data Type,Data,Values,Date
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),44,2020-04-06
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),31,2020-04-13
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),32,2020-04-20
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),34,2020-04-27
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),34,2020-05-03
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),38,2020-05-10
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),34,2020-05-14
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),37,2020-05-17
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),36,2020-05-24
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),40,2020-05-31
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),37,2020-06-07
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),41,2020-06-14
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),44,2020-06-21
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),49,2020-06-28
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),48,2020-07-05
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),50,2020-07-12
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),53,2020-07-19
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),54,2020-07-26
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),51,2020-08-02
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),55,2020-08-09
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),55,2020-08-16
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),57,2020-08-30
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),62,2020-09-13
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),64,2020-09-20
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),59,2020-09-27
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),61,2020-10-04
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),65,2020-10-11
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),60,2020-10-18
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),59,2020-10-25
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),56,2020-11-01
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),58,2020-11-08
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),51,2020-11-15
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),56,2020-11-22
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),54,2020-11-29
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),54,2020-12-06
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),58,2020-12-13
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),57,2020-12-20
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),44,2021-01-03
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),48,2021-01-10
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),48,2021-01-17
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),47,2021-01-24
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),46,2021-01-31
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),47,2021-02-07
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),44,2021-02-14
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),46,2021-02-21
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),49,2021-02-28
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),48,2021-03-07
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),53,2021-03-14
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),51,2021-03-21
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),53,2021-03-28
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),53,2021-04-04
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),53,2021-04-11
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),55,2021-04-18
United Kingdom,Social,Timeseries,Survey,Percentage of working adults travelling to work (exclusively and in combination with working from home),58,2021-04-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,86,2020-03-30
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,84,2020-04-06
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,84,2020-04-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,81,2020-04-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,79,2020-04-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,74,2020-05-03
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,71,2020-05-10
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,71,2020-05-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,72,2020-05-17
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,67,2020-05-24
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,69,2020-05-31
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,68,2020-06-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,64,2020-06-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,64,2020-06-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,69,2020-06-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,69,2020-07-05
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,67,2020-07-12
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,68,2020-07-19
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,66,2020-07-26
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,70,2020-08-02
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,67,2020-08-09
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,67,2020-08-16
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,64,2020-08-30
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,67,2020-09-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,69,2020-09-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,75,2020-09-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,72,2020-10-04
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,74,2020-10-11
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,76,2020-10-18
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,73,2020-10-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,76,2020-11-01
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,71,2020-11-08
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,70,2020-11-15
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,70,2020-11-22
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,70,2020-11-29
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,67,2020-12-06
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,68,2020-12-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,72,2020-12-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,75,2021-01-03
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,78,2021-01-10
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,76,2021-01-17
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,76,2021-01-24
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,75,2021-01-31
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,74,2021-02-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,74,2021-02-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,71,2021-02-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,66,2021-02-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,65,2021-03-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,62,2021-03-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,62,2021-03-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,63,2021-03-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,58,2021-04-04
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,57,2021-04-11
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,55,2021-04-18
United Kingdom,Social,Timeseries,Survey,Percentage of adults very or somewhat worried about the effect of COVID-19 on their life right now,56,2021-04-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,8,2020-03-30
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,9,2020-04-06
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,11,2020-04-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,9,2020-04-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,11,2020-04-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,9,2020-05-03
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,7,2020-05-10
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,9,2020-05-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,10,2020-05-17
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,8,2020-05-24
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,9,2020-05-31
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,8,2020-06-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,12,2020-06-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,10,2020-06-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,10,2020-06-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,11,2020-07-05
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,9,2020-07-12
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,10,2020-07-19
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,9,2020-07-26
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,8,2020-08-02
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,9,2020-08-09
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,9,2020-08-16
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,7,2020-08-30
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,8,2020-09-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,11,2020-09-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,11,2020-09-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,10,2020-10-04
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,9,2020-10-11
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,13,2020-10-18
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,12,2020-10-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,14,2020-11-01
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,12,2020-11-08
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,13,2020-11-15
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,10,2020-11-22
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,11,2020-11-29
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,11,2020-12-06
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,12,2020-12-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,12,2020-12-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,12,2021-01-03
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,16,2021-01-10
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,16,2021-01-17
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,15,2021-01-24
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,16,2021-01-31
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,15,2021-02-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,15,2021-02-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,16,2021-02-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,13,2021-02-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,11,2021-03-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,11,2021-03-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,12,2021-03-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,13,2021-03-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,6,2021-04-04
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,6,2021-04-11
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,7,2021-04-18
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of life satisfaction,6,2021-04-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-03-30
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,7,2020-04-06
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,6,2020-04-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,7,2020-04-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-04-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,7,2020-05-03
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,7,2020-05-10
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-05-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-05-17
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2020-05-24
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,5,2020-05-31
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,6,2020-06-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,7,2020-06-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-06-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-06-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,7,2020-07-05
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2020-07-12
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2020-07-19
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,7,2020-07-26
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,7,2020-08-02
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-08-09
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-08-16
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-08-30
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,5,2020-09-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2020-09-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-09-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-10-04
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,7,2020-10-11
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2020-10-18
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2020-10-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2020-11-01
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-11-08
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2020-11-15
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2020-11-22
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,8,2020-11-29
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2020-12-06
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2020-12-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,10,2020-12-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2021-01-03
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,11,2021-01-10
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,11,2021-01-17
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,11,2021-01-24
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,12,2021-01-31
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,10,2021-02-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,11,2021-02-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,11,2021-02-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,10,2021-02-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2021-03-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2021-03-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2021-03-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,9,2021-03-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,94,2021-04-04
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,94,2021-04-11
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,93,2021-04-18
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of worthwhile,94,2021-04-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,21,2020-03-30
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,18,2020-04-06
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,17,2020-04-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,14,2020-04-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,16,2020-04-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,14,2020-05-03
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,12,2020-05-10
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,13,2020-05-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,12,2020-05-17
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,14,2020-05-24
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,10,2020-05-31
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,11,2020-06-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,13,2020-06-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,12,2020-06-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,11,2020-06-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,11,2020-07-05
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,12,2020-07-12
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,12,2020-07-19
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,13,2020-07-26
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,10,2020-08-02
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,11,2020-08-09
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,12,2020-08-16
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,10,2020-08-30
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,10,2020-09-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,11,2020-09-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,14,2020-09-27
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,12,2020-10-04
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,11,2020-10-11
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,13,2020-10-18
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,14,2020-10-25
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,15,2020-11-01
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,12,2020-11-08
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,15,2020-11-15
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,14,2020-11-22
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,14,2020-11-29
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,13,2020-12-06
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,14,2020-12-13
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,16,2020-12-20
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,12,2021-01-03
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,17,2021-01-10
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,17,2021-01-17
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,18,2021-01-24
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,18,2021-01-31
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,18,2021-02-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,18,2021-02-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,16,2021-02-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,15,2021-02-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,14,2021-03-07
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,13,2021-03-14
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,15,2021-03-21
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,15,2021-03-28
United Kingdom,Social,Timeseries,Survey,Percentage of adults with low levels of happiness,11,2021-04-04
